pressure(bar),heat flux(kW/m2),mass fluxkg/(m2⋅s),sub cooling,channel dia(mm),d/dMax,t/tMax
3,0.2764,951,30,0.408,0.6702796027,0.2845526101
3,0.2764,951,30,0.408,0.6430123931,0.2569592636
3,0.2764,951,30,0.408,0.5754123504,0.2295606113
3,0.2764,951,30,0.408,0.4674794748,0.202356777
3,0.2764,951,30,0.408,0.4334333965,0.1708353864
3,0.2764,951,30,0.408,0.4196131985,0.1431771832
3,0.2764,951,30,0.408,0.3520131558,0.1157785309
3,0.2764,951,30,0.408,0.3314140892,0.08419228355
3,0.2764,951,30,0.408,0.3310942152,0.0604294485
3,0.2764,951,30,0.408,0.3172166039,0.02881077276
3,0.2962,951,30,0.408,0.9116186872,1
3,0.2962,951,30,0.408,0.8768782568,0.9725760513
3,0.2962,951,30,0.408,0.901178838,0.94081365
3,0.2962,951,30,0.408,0.9156732892,0.9130658975
3,0.2962,951,30,0.408,0.979402622,0.884994588
3,0.2962,951,30,0.408,0.9741646769,0.8534263702
3,0.2962,951,30,0.408,0.9690048205,0.8297582001
3,0.2962,951,30,0.408,0.9489961106,0.7982871358
3,0.2962,951,30,0.408,0.948719797,0.7706366603
3,0.2962,951,30,0.408,0.9435208962,0.743018528
3,0.2962,951,30,0.408,0.933360364,0.7114826536
3,0.2962,951,30,0.408,0.9282005076,0.6878146069
3,0.2962,951,30,0.408,0.9131143848,0.6563111993
3,0.2962,951,30,0.408,0.9226862489,0.6285959136
3,0.2962,951,30,0.408,0.9322160652,0.5969305423
3,0.2962,951,30,0.408,0.9762520461,0.5689886063
3,0.2962,951,30,0.408,0.9759757325,0.5413381307
3,0.2962,951,30,0.408,0.9707377874,0.5097699129
3,0.2962,951,30,0.408,1,0.4819251303
3,0.2962,951,30,0.408,0.9800303344,0.4544041516
3,0.2962,951,30,0.408,0.9846796114,0.4267212092
3,0.2962,951,30,0.408,0.9843642534,0.3951206481
3,0.2962,951,30,0.408,0.9644336322,0.3715497549
3,0.2962,951,30,0.408,0.9198089832,0.3402405308
3,0.2962,951,30,0.408,0.8998002733,0.3087694665
3,0.2962,951,30,0.408,0.8454085387,0.2854252237
3,0.2962,951,30,0.408,0.7959003469,0.2580984285
3,0.2962,951,30,0.408,0.7512756979,0.2267892043
3,0.2962,951,30,0.408,0.7115736361,0.1954476369
3,0.2962,951,30,0.408,0.6965295611,0.1678943148
3,0.2962,951,30,0.408,0.6617891307,0.1404704895
3,0.2962,951,30,0.408,0.5925875869,0.1132731912
3,0.2962,951,30,0.408,0.4839602949,0.08238492435
3,0.2962,951,30,0.408,0.4147587512,0.05518774943
3,0.2962,951,30,0.408,0.3406346203,0.02802291785
3,0.2119,697,30,0.408,0.2857161225,0.02161098062
3,0.2119,697,30,0.408,0.2857161225,0.04518663916
3,0.2119,697,30,0.408,0.3233104619,0.06483294187
3,0.2119,697,30,0.408,0.3233104619,0.08840860041
3,0.2119,697,30,0.408,0.3909777014,0.1119842589
3,0.2119,697,30,0.408,0.4511277873,0.1316305617
3,0.2119,697,30,0.408,0.4661663802,0.1552062202
3,0.2119,697,30,0.408,0.4812049731,0.1787818787
3,0.2119,697,30,0.408,0.5714279592,0.1984281814
3,0.2119,697,30,0.408,0.6315780451,0.2180745794
3,0.2119,697,30,0.408,0.646616638,0.2416501427
3,0.2119,697,30,0.408,0.7293224705,0.2652258012
3,0.2119,697,30,0.408,0.7218053169,0.2888014598
3,0.2119,697,30,0.408,0.7669168099,0.3123771183
3,0.2119,697,30,0.408,0.8345883351,0.332023421
3,0.2119,697,30,0.408,0.8571440816,0.3555990795
3,0.2119,697,30,0.408,0.8571440816,0.3791746428
3,0.2119,697,30,0.408,0.8571440816,0.3988210408
3,0.2119,697,30,0.408,0.849626928,0.4223966993
3,0.2119,697,30,0.408,0.8345883351,0.4459722626
3,0.2119,697,30,0.408,0.8421054887,0.4656186606
3,0.2119,697,30,0.408,0.849626928,0.4891943191
3,0.2119,697,30,0.408,0.8571440816,0.5127698824
3,0.2119,697,30,0.408,0.849626928,0.5324162804
3,0.2119,697,30,0.408,0.8646612352,0.5559919389
3,0.2119,697,30,0.408,0.8571440816,0.5795675022
3,0.2119,697,30,0.408,0.8571440816,0.5992139002
3,0.2119,697,30,0.408,0.8120325886,0.6267188192
3,0.2119,697,30,0.408,0.8345883351,0.6463651219
3,0.2119,697,30,0.408,0.8872212675,0.6660115199
3,0.2119,697,30,0.408,0.8646612352,0.6895870832
3,0.2119,697,30,0.408,0.8872212675,0.7131627417
3,0.2119,697,30,0.408,0.9172941676,0.7328091397
3,0.2119,697,30,0.408,0.954888507,0.756384703
3,0.2119,697,30,0.408,0.9398499141,0.776031101
3,0.2119,697,30,0.408,0.9172941676,0.7996067595
3,0.2119,697,30,0.408,0.9398499141,0.8231823228
3,0.2119,697,30,0.408,0.9323327605,0.8467579813
3,0.2119,697,30,0.408,0.9248113212,0.8664043793
3,0.2119,697,30,0.408,0.9398499141,0.886050682
3,0.2119,697,30,0.408,0.9699270999,0.9096263405
3,0.2119,697,30,0.408,1,0.9332019038
3,0.2119,697,30,0.408,0.9624056606,0.9567778482
3,0.2119,697,30,0.408,0.954888507,0.9803532209
3,0.2119,697,30,0.408,1,1
3,0.2334,697,30,0.408,0.9819808254,1
3,0.2334,697,30,0.408,1,0.9740820406
3,0.2334,697,30,0.408,0.9864869028,0.9524838284
3,0.2334,697,30,0.408,0.9729712381,0.9265658691
3,0.2334,697,30,0.408,0.9864869028,0.9049675521
3,0.2334,697,30,0.408,0.9774773156,0.8790496975
3,0.2334,697,30,0.408,0.9504485537,0.8531317381
3,0.2334,697,30,0.408,0.941441534,0.8315334212
3,0.2334,697,30,0.408,0.941441534,0.8012959242
3,0.2334,697,30,0.408,0.9459450438,0.7796976072
3,0.2334,697,30,0.408,0.9234223594,0.7580992903
3,0.2334,697,30,0.408,0.9369354565,0.7321814357
3,0.2334,697,30,0.408,0.941441534,0.7062634763
3,0.2334,697,30,0.408,0.9279284368,0.6846651594
3,0.2334,697,30,0.408,0.9279284368,0.6587473047
3,0.2334,697,30,0.408,0.9144127721,0.6371489878
3,0.2334,697,30,0.408,0.9189188495,0.6112311332
3,0.2334,697,30,0.408,0.9189188495,0.5853131738
3,0.2334,697,30,0.408,0.9279284368,0.5593952144
3,0.2334,697,30,0.408,0.9189188495,0.5377970023
3,0.2334,697,30,0.408,0.8918900877,0.5118790429
3,0.2334,697,30,0.408,0.8828830679,0.490280726
3,0.2334,697,30,0.408,0.8558543061,0.4643628713
3,0.2334,697,30,0.408,0.8378376991,0.438444912
3,0.2334,697,30,0.408,0.8243246019,0.4125269526
3,0.2334,697,30,0.408,0.7882888203,0.3909287404
3,0.2334,697,30,0.408,0.7567565486,0.365010781
3,0.2334,697,30,0.408,0.7162146896,0.3434125689
3,0.2334,697,30,0.408,0.6891884953,0.3174946095
3,0.2334,697,30,0.408,0.6711718882,0.2915766501
3,0.2334,697,30,0.408,0.6621623009,0.2656586907
3,0.2334,697,30,0.408,0.6396396165,0.2440604786
3,0.2334,697,30,0.408,0.6171169321,0.2224621616
3,0.2334,697,30,0.408,0.5675680533,0.196544307
3,0.2334,697,30,0.408,0.5225226844,0.1706263476
3,0.254,957.8,30,0.408,0.9491716217,1
3,0.254,957.8,30,0.408,0.9723718197,0.9733787638
3,0.254,957.8,30,0.408,0.9723718197,0.9733787638
3,0.254,957.8,30,0.408,0.9633757292,0.9470610578
3,0.254,957.8,30,0.408,0.9625863527,0.9250662745
3,0.254,957.8,30,0.408,0.9696907419,0.8985968596
3,0.254,957.8,30,0.408,0.9767951311,0.8721273324
3,0.254,957.8,30,0.408,1,0.8455062083
3,0.254,957.8,30,0.408,0.9990518139,0.8191125357
3,0.254,957.8,30,0.408,0.9741093824,0.7973454282
3,0.254,957.8,30,0.408,0.9409602369,0.7712551736
3,0.254,957.8,30,0.408,0.9078110914,0.7451649191
3,0.254,957.8,30,0.408,0.8666140416,0.7191505191
3,0.254,957.8,30,0.408,0.8817663352,0.6926052496
3,0.254,957.8,30,0.408,0.8888707244,0.6661357224
3,0.254,957.8,30,0.408,0.9603770324,0.6390594712
3,0.254,957.8,30,0.408,0.9433283666,0.6128175076
3,0.254,957.8,30,0.408,0.9505915653,0.5907469819
3,0.254,957.8,30,0.408,0.9575371451,0.5598785654
3,0.254,957.8,30,0.408,0.9567477685,0.5378838943
3,0.254,957.8,30,0.408,0.8915518023,0.5164959472
3,0.254,957.8,30,0.408,0.8906082871,0.4901023868
3,0.254,957.8,30,0.408,0.8653482365,0.4595372762
3,0.254,957.8,30,0.408,0.8565109555,0.4376184596
3,0.254,957.8,30,0.408,0.8314097145,0.4114523505
3,0.254,957.8,30,0.408,0.8143610487,0.3852104991
3,0.254,957.8,30,0.408,0.7651114235,0.3592718414
3,0.254,957.8,30,0.408,0.7321210876,0.3375805884
3,0.254,957.8,30,0.408,0.6746647485,0.3073188959
3,0.254,957.8,30,0.408,0.641515603,0.2812286414
3,0.254,957.8,30,0.408,0.5842134026,0.2553659504
3,0.254,957.8,30,0.408,0.5349637774,0.2294274049
3,0.254,957.8,30,0.408,0.5180739211,0.2075843307
3,0.254,957.8,30,0.408,0.4849247757,0.1814940761
3,0.254,957.8,30,0.408,0.4115220955,0.1557830942
3,0.254,957.8,30,0.408,0.4105739095,0.1293894215
3,0.254,957.8,30,0.408,0.3453826141,0.1080014745
3,0.254,957.8,30,0.408,0.3442756185,0.07720891246
3,0.254,957.8,30,0.408,0.3112852826,0.05551765946
3,0.254,957.8,30,0.408,0.2860299029,0.02495254884
3,0.254,693.6,30,0.408,1,1
3,0.254,693.6,30,0.408,0.9994619523,0.9734026963
3,0.254,693.6,30,0.408,0.9578096425,0.9474931272
3,0.254,693.6,30,0.408,0.9527949323,0.9254051098
3,0.254,693.6,30,0.408,0.9385512471,0.8990370133
3,0.254,693.6,30,0.408,0.919740783,0.8727453568
3,0.254,693.6,30,0.408,0.9146359564,0.8462243801
3,0.254,693.6,30,0.408,0.8775530759,0.820238484
3,0.254,693.6,30,0.408,0.86787882,0.7937939474
3,0.254,693.6,30,0.408,0.8582045641,0.7673494108
3,0.254,693.6,30,0.408,0.8439608789,0.7409813142
3,0.254,693.6,30,0.408,0.8252405312,0.7191226171
3,0.254,693.6,30,0.408,0.8109994964,0.6927545206
3,0.254,693.6,30,0.408,0.7830528241,0.6666157443
3,0.254,693.6,30,0.408,0.7825147764,0.6400183275
3,0.254,693.6,30,0.408,0.7683612076,0.6180831903
3,0.254,693.6,30,0.408,0.7860081105,0.586747167
3,0.254,693.6,30,0.408,0.7992658167,0.5643533893
3,0.254,693.6,30,0.408,0.7941583397,0.5378325257
3,0.254,693.6,30,0.408,0.7844840839,0.511387989
3,0.254,693.6,30,0.408,0.7656736198,0.4850963326
3,0.254,693.6,30,0.408,0.7652256885,0.4629318752
3,0.254,693.6,30,0.408,0.7600307456,0.4319780522
3,0.254,693.6,30,0.408,0.7550160354,0.4098899218
3,0.254,693.6,30,0.408,0.7727504042,0.3829868577
3,0.254,693.6,30,0.408,0.7539399401,0.3566952013
3,0.254,693.6,30,0.408,0.7625407511,0.3299450174
3,0.254,693.6,30,0.408,0.7345914283,0.3038061281
3,0.254,693.6,30,0.408,0.7249198229,0.2773617045
3,0.254,693.6,30,0.408,0.7017201622,0.2600121807
3,0.254,693.6,30,0.408,0.6736833735,0.2294405581
3,0.254,693.6,30,0.408,0.6412573882,0.2078110682
3,0.254,693.6,30,0.408,0.5950382995,0.1819779391
3,0.254,693.6,30,0.408,0.5395001193,0.1474319977
3,0.254,693.6,30,0.408,0.5025073551,0.1258789479
3,0.254,693.6,30,0.408,0.451718837,0.1001222589
3,0.254,693.6,30,0.408,0.3826579024,0.07467133027
3,0.254,693.6,30,0.408,0.3364388136,0.0488383143
3,0.254,693.6,30,0.408,0.3177184659,0.02697950411
3,0.235,696.5,30,0.408,0.2488261959,0.02904566511
3,0.235,696.5,30,0.408,0.3145541572,0.04979250829
3,0.235,696.5,30,0.408,0.3615037876,0.0788381734
3,0.235,696.5,30,0.408,0.4037556662,0.09958501658
3,0.235,696.5,30,0.408,0.4507052966,0.1244813765
3,0.235,696.5,30,0.408,0.4694836276,0.1493776307
3,0.235,696.5,30,0.408,0.516433258,0.1742738848
3,0.235,696.5,30,0.408,0.5586851365,0.199170139
3,0.235,696.5,30,0.408,0.6103299835,0.2240663931
3,0.235,696.5,30,0.408,0.633803531,0.2489626473
3,0.235,696.5,30,0.408,0.6572770786,0.2738589014
3,0.235,696.5,30,0.408,0.6666675117,0.2946058504
3,0.235,696.5,30,0.408,0.6807531614,0.3195021045
3,0.235,696.5,30,0.408,0.7089219255,0.3402489477
3,0.235,696.5,30,0.408,0.7511738041,0.3692946128
3,0.235,696.5,30,0.408,0.7840377848,0.394190867
3,0.235,696.5,30,0.408,0.8169017655,0.414937816
3,0.235,696.5,30,0.408,0.8309874152,0.4398340701
3,0.235,696.5,30,0.408,0.8544609628,0.4647303243
3,0.235,696.5,30,0.408,0.8732392938,0.4896265784
3,0.235,696.5,30,0.408,0.8873249435,0.5145228326
3,0.235,696.5,30,0.408,0.9154937076,0.5394190867
3,0.235,696.5,30,0.408,0.9201889242,0.5643153408
3,0.235,696.5,30,0.408,0.9154937076,0.589211595
3,0.235,696.5,30,0.408,0.9154937076,0.6141079549
3,0.235,696.5,30,0.408,0.910798491,0.6348547981
3,0.235,696.5,30,0.408,0.9201889242,0.6597510523
3,0.235,696.5,30,0.408,0.9201889242,0.6846473064
3,0.235,696.5,30,0.408,0.9389672552,0.7095435606
3,0.235,696.5,30,0.408,0.9295793573,0.7344398147
3,0.235,696.5,30,0.408,0.9201889242,0.7593361747
3,0.235,696.5,30,0.408,0.9389672552,0.7800830178
3,0.235,696.5,30,0.408,0.9389672552,0.804979272
3,0.235,696.5,30,0.408,0.9342745738,0.8298755261
3,0.235,696.5,30,0.408,0.9436624717,0.8547717803
3,0.235,696.5,30,0.408,0.9718312359,0.8796680344
3,0.235,696.5,30,0.408,0.981221669,0.9045643944
3,0.235,696.5,30,0.408,0.9718312359,0.9294606485
3,0.235,696.5,30,0.408,0.9859168855,0.9543569027
3,0.235,696.5,30,0.408,1,0.9751037459
3,0.235,696.5,30,0.408,0.981221669,1
3,0.235,957.4,30,0.408,1,1
3,0.235,957.4,30,0.408,0.9374952539,0.974576284
3,0.235,957.4,30,0.408,1,0.949152568
3,0.235,957.4,30,0.408,1,0.923728852
3,0.235,957.4,30,0.408,0.9374952539,0.898305028
3,0.235,957.4,30,0.408,0.8593727588,0.872881312
3,0.235,957.4,30,0.408,0.8437465723,0.851694918
3,0.235,957.4,30,0.408,0.7499978906,0.826271202
3,0.235,957.4,30,0.408,0.7187455176,0.800847486
3,0.235,957.4,30,0.408,0.8124941992,0.77542377
3,0.235,957.4,30,0.408,0.7812502637,0.749999946
3,0.235,957.4,30,0.408,0.7812502637,0.72457623
3,0.235,957.4,30,0.408,0.6874931446,0.699152514
3,0.235,957.4,30,0.408,0.7187455176,0.673728798
3,0.235,957.4,30,0.408,0.6093706494,0.648305082
3,0.235,957.4,30,0.408,0.5937444629,0.627118688
3,0.235,957.4,30,0.408,0.5937444629,0.601694864
3,0.235,957.4,30,0.408,0.5625005273,0.572033934
3,0.235,957.4,30,0.408,0.5781267139,0.546610218
3,0.235,957.4,30,0.408,0.6874931446,0.525423716
3,0.235,957.4,30,0.408,0.7812502637,0.5
3,0.235,957.4,30,0.408,0.8124941992,0.478813606
3,0.235,957.4,30,0.408,0.7656240772,0.457627104
3,0.235,957.4,30,0.408,0.7656240772,0.423728852
3,0.235,957.4,30,0.408,0.7343717041,0.398305136
3,0.235,957.4,30,0.408,0.7031193311,0.377118634
3,0.235,957.4,30,0.408,0.624996836,0.35593224
3,0.235,957.4,30,0.408,0.5937444629,0.326271202
3,0.235,957.4,30,0.408,0.5312481543,0.300847486
3,0.235,957.4,30,0.408,0.5625005273,0.27542377
3,0.235,957.4,30,0.408,0.5625005273,0.249999946
3,0.235,957.4,30,0.408,0.5625005273,0.228813552
3,0.235,957.4,30,0.408,0.4999957813,0.203389836
3,0.235,957.4,30,0.408,0.4531256592,0.17796612
3,0.235,957.4,30,0.408,0.4687518457,0.148305082
3,0.235,957.4,30,0.408,0.4687518457,0.127118688
3,0.235,957.4,30,0.408,0.4374994727,0.105932186
3,0.235,957.4,30,0.408,0.4218732861,0.07627114798
3,0.235,957.4,30,0.408,0.343750791,0.055084754
3,0.235,957.4,30,0.408,0.312498418,0.02966103801
3,0.125,335,40.3,0.408,-1.071419452,-0.2648656159
3,0.125,335,40.3,0.408,-0.9999980357,-0.2270276708
3,0.125,335,40.3,0.408,-0.8214248533,-0.1891897256
3,0.125,335,40.3,0.408,-0.7142927296,-0.1567576182
3,0.125,335,40.3,0.408,-0.7142927296,-0.1243255108
3,0.125,335,40.3,0.408,-0.607140963,-0.0864875657
3,0.125,335,40.3,0.408,-0.5714302551,-0.05405545829
3,0.125,335,40.3,0.408,-0.607140963,-0.02162043196
3,0.125,335,40.3,0.408,-0.607140963,0.01081079977
3,0.125,335,40.3,0.408,-0.6428516709,0.04324319907
3,0.125,335,40.3,0.408,-0.4642784885,0.08108114419
3,0.125,335,40.3,0.408,-0.3214356569,0.1135135435
3,0.125,335,40.3,0.408,-0.2142838903,0.1459459428
3,0.125,335,40.3,0.408,-0.2142838903,0.1837838879
3,0.125,335,40.3,0.408,-0.07142141582,0.2162162872
3,0.125,335,40.3,0.408,0,0.2486486865
3,0.125,335,40.3,0.408,0,0.2864863398
3,0.125,335,40.3,0.408,-0.07142141582,0.3243242849
3,0.125,335,40.3,0.408,0.1071419452,0.3513514302
3,0.125,335,40.3,0.408,0.1785712181,0.3837838295
3,0.125,335,40.3,0.408,0.1428565816,0.4216214828
3,0.125,335,40.3,0.408,0.2142858546,0.454054174
3,0.125,335,40.3,0.408,0.3571424362,0.4864865733
3,0.125,335,40.3,0.408,0.5357136543,0.5243242265
3,0.125,335,40.3,0.408,0.4642863457,0.5567566258
3,0.125,335,40.3,0.408,0.4999990179,0.5945945709
3,0.125,335,40.3,0.408,0.2500004911,0.6216217163
3,0.125,335,40.3,0.408,0.4285717092,0.6594593695
3,0.125,335,40.3,0.408,0.3214277997,0.6918917688
3,0.125,335,40.3,0.408,0.4642863457,0.729729714
3,0.125,335,40.3,0.408,0.6428575638,0.7621621133
3,0.125,335,40.3,0.408,0.4285717092,0.7945945125
3,0.125,335,40.3,0.408,0.6428575638,0.8324324577
3,0.125,335,40.3,0.408,0.7499995089,0.864864857
3,0.125,335,40.3,0.408,0.7142848724,0.8918920023
3,0.125,335,40.3,0.408,1,0.9351352014
3,0.125,335,40.3,0.408,0.6785722003,0.9675676007
3,0.125,335,40.3,0.408,0.6428575638,1
3,0.125,335,30.4,0.408,-0.025975,-0.2891569949
3,0.125,335,30.4,0.408,0.07142857143,-0.2530127772
3,0.125,335,30.4,0.408,0.1818182143,-0.210843981
3,0.125,335,30.4,0.408,0.2402596429,-0.1746997632
3,0.125,335,30.4,0.408,0.3116882143,-0.1385555455
3,0.125,335,30.4,0.408,0.3506492857,-0.09638674931
3,0.125,335,30.4,0.408,0.3961039286,-0.06626385702
3,0.125,335,30.4,0.408,0.4610389286,-0.02409506082
3,0.125,335,30.4,0.408,0.5064935714,0.01204818101
3,0.125,335,30.4,0.408,0.5324675,0.05421697721
3,0.125,335,30.4,0.408,0.5519482143,0.09036152025
3,0.125,335,30.4,0.408,0.5844157143,0.1626506063
3,0.125,335,30.4,0.408,0.5844157143,0.1626506063
3,0.125,335,30.4,0.408,0.5714285714,0.1265060633
3,0.125,335,30.4,0.408,0.6038960714,0.2048194025
3,0.125,335,30.4,0.408,0.6428571429,0.2409639456
3,0.125,335,30.4,0.408,0.6818182143,0.2771084886
3,0.125,335,30.4,0.408,0.6818182143,0.3132530316
3,0.125,335,30.4,0.408,0.6948053571,0.3554218278
3,0.125,335,30.4,0.408,0.7012985714,0.3915663709
3,0.125,335,30.4,0.408,0.7142857143,0.4337348418
3,0.125,335,30.4,0.408,0.7272728571,0.4698793848
3,0.125,335,30.4,0.408,0.7597403571,0.5060242532
3,0.125,335,30.4,0.408,0.7597403571,0.5481927241
3,0.125,335,30.4,0.408,0.7792207143,0.5843372671
3,0.125,335,30.4,0.408,0.7792207143,0.6204818101
3,0.125,335,30.4,0.408,0.7987014286,0.6566266785
3,0.125,335,30.4,0.408,0.8246753571,0.6987951494
3,0.125,335,30.4,0.408,0.8571428571,0.7349396924
3,0.125,335,30.4,0.408,0.8636364286,0.7710842354
3,0.125,335,30.4,0.408,0.8766232143,0.8072287785
3,0.125,335,30.4,0.408,0.9155842857,0.8493975747
3,0.125,335,30.4,0.408,0.9415585714,0.8855421177
3,0.125,335,30.4,0.408,0.9675325,0.9216866608
3,0.125,335,30.4,0.408,0.9740260714,0.9578312038
3,0.125,335,30.4,0.408,1,1
3,0.168,674,23.7,0.408,0.2669697977,0.03085529807
3,0.168,674,23.7,0.408,0.3393673569,0.06031269373
3,0.168,674,23.7,0.408,0.3755643492,0.08117627543
3,0.168,674,23.7,0.408,0.4027138808,0.1060261014
3,0.168,674,23.7,0.408,0.4479619084,0.1310830713
3,0.168,674,23.7,0.408,0.4886879931,0.1560882552
3,0.168,674,23.7,0.408,0.5113120069,0.1808862952
3,0.168,674,23.7,0.408,0.5339360208,0.2056844416
3,0.168,674,23.7,0.408,0.5565600346,0.2304824816
3,0.168,674,23.7,0.408,0.56561107,0.25512527
3,0.168,674,23.7,0.408,0.5927606015,0.2799750959
3,0.168,674,23.7,0.408,0.6199101331,0.3007351057
3,0.168,674,23.7,0.408,0.6334831115,0.3254296801
3,0.168,674,23.7,0.408,0.6515816077,0.3501760404
3,0.168,674,23.7,0.408,0.6696836785,0.3749222944
3,0.168,674,23.7,0.408,0.6696836785,0.3953716947
3,0.168,674,23.7,0.408,0.69683321,0.4202215206
3,0.168,674,23.7,0.408,0.7058806707,0.444864309
3,0.168,674,23.7,0.408,0.7420812377,0.469817707
3,0.168,674,23.7,0.408,0.7511322731,0.4944604954
3,0.168,674,23.7,0.408,0.7511322731,0.5189998182
3,0.168,674,23.7,0.408,0.7828037477,0.5439014301
3,0.168,674,23.7,0.408,0.8054277615,0.5686994701
3,0.168,674,23.7,0.408,0.8325772931,0.5894594799
3,0.168,674,23.7,0.408,0.8506793639,0.6182956565
3,0.168,674,23.7,0.408,0.86877786,0.6389520942
3,0.168,674,23.7,0.408,0.9185514054,0.6640608501
3,0.168,674,23.7,0.408,0.9140258877,0.6885482806
3,0.168,674,23.7,0.408,0.9140258877,0.7130876034
3,0.168,674,23.7,0.408,0.9276024408,0.7336922552
3,0.168,674,23.7,0.408,0.9321243838,0.7582832576
3,0.168,674,23.7,0.408,0.9411754192,0.782926046
3,0.168,674,23.7,0.408,0.9547519723,0.8076206204
3,0.168,674,23.7,0.408,0.9457009369,0.8320562649
3,0.168,674,23.7,0.408,0.9321243838,0.8564402297
3,0.168,674,23.7,0.408,1,0.8776661006
3,0.168,674,23.7,0.408,0.9819015039,0.906088202
3,0.168,674,23.7,0.408,0.9683249508,0.9304720606
3,0.168,674,23.7,0.408,0.9637994331,0.9508696748
3,0.168,674,23.7,0.408,0.9728504685,0.9755124632
3,0.168,674,23.7,0.408,0.9683249508,1
3,0.168,674,31.3,0.408,0.2669683251,0.03085524957
3,0.168,674,31.3,0.408,0.3393665169,0.06031269419
3,0.168,674,31.3,0.408,0.375565611,0.08117622694
3,0.168,674,31.3,0.408,0.4027149333,0.1060260923
3,0.168,674,31.3,0.408,0.4479638027,0.1310830399
3,0.168,674,31.3,0.408,0.4886877844,0.156088217
3,0.168,674,31.3,0.408,0.5113122191,0.1808863119
3,0.168,674,31.3,0.408,0.5339366538,0.2056844067
3,0.168,674,31.3,0.408,0.5565610885,0.2304825016
3,0.168,674,31.3,0.408,0.5656108603,0.2551252847
3,0.168,674,31.3,0.408,0.5927601826,0.2799751501
3,0.168,674,31.3,0.408,0.619909505,0.3007351418
3,0.168,674,31.3,0.408,0.6334841644,0.3254296956
3,0.168,674,31.3,0.408,0.6515837114,0.3501760199
3,0.168,674,31.3,0.408,0.6696832584,0.3749223442
3,0.168,674,31.3,0.408,0.6696832584,0.3953717126
3,0.168,674,31.3,0.408,0.6968325808,0.420221578
3,0.168,674,31.3,0.408,0.7058823525,0.4448643612
3,0.168,674,31.3,0.408,0.7420814502,0.4698177677
3,0.168,674,31.3,0.408,0.7511312219,0.4944605509
3,0.168,674,31.3,0.408,0.7511312219,0.5189997929
3,0.168,674,31.3,0.408,0.7828054319,0.5439014288
3,0.168,674,31.3,0.408,0.8054298666,0.5686995237
3,0.168,674,31.3,0.408,0.8325791854,0.5894595155
3,0.168,674,31.3,0.408,0.850678736,0.6182957135
3,0.168,674,31.3,0.408,0.8687782831,0.6389521641
3,0.168,674,31.3,0.408,0.9185520365,0.6640608822
3,0.168,674,31.3,0.408,0.9140271524,0.6885483537
3,0.168,674,31.3,0.408,0.9140271524,0.7130875958
3,0.168,674,31.3,0.408,0.9276018118,0.7336922759
3,0.168,674,31.3,0.408,0.9321266995,0.7582832885
3,0.168,674,31.3,0.408,0.9411764712,0.7829260716
3,0.168,674,31.3,0.408,0.9547511342,0.8076206254
3,0.168,674,31.3,0.408,0.9457013589,0.8320563264
3,0.168,674,31.3,0.408,0.9321266995,0.8564402568
3,0.168,674,31.3,0.408,1,0.8776661835
3,0.168,674,31.3,0.408,0.981900453,0.906088217
3,0.168,674,31.3,0.408,0.9683257936,0.9304721474
3,0.168,674,31.3,0.408,0.9638009059,0.9508697453
3,0.168,674,31.3,0.408,0.9728506812,0.9755125285
3,0.168,674,31.3,0.408,0.9683257936,1
3,0.2119,697,30,0.408,0.9940159516,1
3,0.2119,697,30,0.408,0.9541369516,0.9786326923
3,0.2119,697,30,0.408,0.9636076645,0.957265
3,0.2119,697,30,0.408,1,0.9358974038
3,0.2119,697,30,0.408,0.9690904774,0.9145299038
3,0.2119,697,30,0.408,0.9381853516,0.8931624038
3,0.2119,697,30,0.408,0.9252235774,0.8717949038
3,0.2119,697,30,0.408,0.9304074077,0.8418803846
3,0.2119,697,30,0.408,0.9443672561,0.8205127885
3,0.2119,697,30,0.408,0.9223304813,0.8034188462
3,0.2119,697,30,0.408,0.9408761948,0.7777777885
3,0.2119,697,30,0.408,0.9547349168,0.76068375
3,0.2119,697,30,0.408,0.9239265206,0.7350426923
3,0.2119,697,30,0.408,0.8930213948,0.7136751923
3,0.2119,697,30,0.408,0.8666977374,0.6880342308
3,0.2119,697,30,0.408,0.8806575858,0.6666666346
3,0.2119,697,30,0.408,0.8362894503,0.6452991346
3,0.2119,697,30,0.408,0.8188429374,0.6239316346
3,0.2119,697,30,0.408,0.8598211381,0.5982905769
3,0.2119,697,30,0.408,0.8647059858,0.5811965385
3,0.2119,697,30,0.408,0.865303951,0.5555555769
3,0.2119,697,30,0.408,0.8567301858,0.5384615385
3,0.2119,697,30,0.408,0.8662976284,0.5128204808
3,0.2119,697,30,0.408,0.8579261161,0.4871795192
3,0.2119,697,30,0.408,0.8538370897,0.4700854808
3,0.2119,697,30,0.408,0.845364451,0.4487179808
3,0.2119,697,30,0.408,0.859421029,0.4230769231
3,0.2119,697,30,0.408,0.8733764806,0.4017094231
3,0.2119,697,30,0.408,0.8693885806,0.3803419231
3,0.2119,697,30,0.408,0.8743745548,0.3589743269
3,0.2119,697,30,0.408,0.843469429,0.3376068269
3,0.2119,697,30,0.408,0.7812546716,0.3119657692
3,0.2119,697,30,0.408,0.7279170587,0.2905982692
3,0.2119,697,30,0.408,0.7464583755,0.2649573077
3,0.2119,697,30,0.408,0.6571285361,0.2478632692
3,0.2119,697,30,0.408,0.6352940142,0.2222222115
